"cid","pubchem_name","pid","cid_other","wwm","ppm","chembl","wwm_name","ppm_name","chembl_name","chembl_id"
77262,"broxaldine",77262,NA,0,0,1,NA,NA,"broxaldine","CHEMBL2104247"
71149,"broxaterol",71149,NA,0,0,1,NA,NA,"broxaterol","CHEMBL2105475"
189882,"broxitalamic acid",189882,NA,0,0,1,NA,NA,"broxitalamic acid","CHEMBL2106565"
6035,"5-bromo-2'-deoxyuridine",6035,NA,0,0,1,NA,NA,"broxuridine","CHEMBL222280"
2453,"broxyquinoline",2453,NA,0,1,1,NA,"broxyquinoline","broxyquinoline","CHEMBL223448"
40026,"bucainide",40026,NA,0,0,1,NA,NA,"bucainide","CHEMBL2110888"
11954317,"bucainide maleate",40026,NA,0,0,1,NA,NA,"bucainide maleate","CHEMBL2106505"
14130,"bucetin",14130,NA,0,0,1,NA,NA,"bucetin","CHEMBL1697856"
135410214,"buciclovir",135410214,NA,0,0,1,NA,NA,"buciclovir","CHEMBL1744042"
656604,"bucillamine",656604,NA,0,1,1,NA,"bucillamine","bucillamine","CHEMBL80830"
51045,"bucindolol",51045,NA,0,0,1,NA,NA,"bucindolol","CHEMBL321582"
51044,"bucindolol hydrochloride",51045,NA,0,0,1,NA,NA,"bucindolol hydrochloride","CHEMBL2107546"
9687,"bucladesine",9687,"23663967,129893475",0,0,1,NA,NA,"bucladesine","CHEMBL485980"
6729,"buclizine",6729,NA,0,0,1,NA,NA,"buclizine","CHEMBL1201271"
68466,"buclosamide",68466,NA,0,0,1,NA,NA,"buclosamide","CHEMBL348251"
93159,"bucloxic acid",93159,NA,0,1,1,NA,"bucloxic acid","bucloxic acid","CHEMBL1697824"
2461,"bucolome",2461,NA,0,0,1,NA,NA,"bucolome","CHEMBL2106136"
9423,"bucricaine",9423,NA,0,1,1,NA,"bucricaine","bucricaine","CHEMBL2106141"
132852,"bucromarone",132852,NA,0,0,1,NA,NA,"bucromarone","CHEMBL2107592"
14046,"bucrylate",14046,NA,0,0,1,NA,NA,"bucrylate","CHEMBL2103950"
169787,"bucumolol",169787,NA,0,0,1,NA,NA,"bucumolol","CHEMBL349807"
9833332,"budiodarone",9833332,NA,0,0,1,NA,NA,"budiodarone","CHEMBL2105631"
25227360,"budiodarone tartrate",9833332,"70687272",0,0,1,NA,NA,"budiodarone tartrate","CHEMBL2105632"
68778,"budipine",68778,NA,0,0,1,NA,NA,"budipine","CHEMBL334491"
6419536,"budralazine",6419536,"2463,5353453",0,0,1,NA,NA,"budralazine","CHEMBL2107516"
21916,"bufenadrine",21916,NA,0,0,1,NA,NA,"bufenadrine","CHEMBL2104614"
72087,"bufeniode",72087,NA,0,0,1,NA,NA,"bufeniode","CHEMBL2105461"
2465,"bufetolol",2465,NA,0,0,1,NA,NA,"bufetolol","CHEMBL347830"
2466,"bufexamac",2466,NA,0,1,1,NA,"bufexamac","bufexamac","CHEMBL94394"
68676,"bufezolac",68676,NA,0,0,1,NA,NA,"bufezolac","CHEMBL2105535"
91932552,"bufilcon a",91932552,NA,0,0,1,NA,NA,"bufilcon a","CHEMBL2109029"
2467,"buflomedil",2467,NA,0,1,1,NA,"buflomedil","buflomedil","CHEMBL188921"
6917974,"resibufogenin",6917974,"10063,259992",0,0,1,NA,NA,"bufogenin","CHEMBL250172"
2468,"buformin",2468,NA,0,0,1,NA,NA,"buformin","CHEMBL39736"
72103,"bufrolin",72103,NA,0,0,1,NA,NA,"bufrolin","CHEMBL150764"
71733,"bufuralol",71733,NA,0,0,1,NA,NA,"bufuralol","CHEMBL296035"
9831444,"bulaquine",9831444,"3036820",0,0,1,NA,NA,"bulaquine","CHEMBL2106578"
19161,"bumadizone",19161,NA,0,1,1,NA,"bumadizone","bumadizone","CHEMBL2105456"
65770,"bumecaine",65770,NA,0,0,1,NA,NA,"bumecaine","CHEMBL1870919"
68813,"bumepidil",68813,NA,0,0,1,NA,NA,"bumepidil","CHEMBL367197"
62531,"bumetrizole",62531,NA,0,0,1,NA,NA,"bumetrizole","CHEMBL1880325"
36131,"bunaftine",36131,NA,0,0,1,NA,NA,"bunaftine","CHEMBL2104200"
13986,"bunamidine",13986,NA,0,0,1,NA,NA,"bunamidine","CHEMBL1355596"
13985,"bunamidine hydrochloride",13986,NA,0,0,1,NA,NA,"bunamidine hydrochloride","CHEMBL2104240"
68730,"bunaprolast",68730,NA,0,0,1,NA,NA,"bunaprolast","CHEMBL164349"
2472,"bunazosin",2472,NA,0,0,1,NA,NA,"bunazosin","CHEMBL188185"
2473,"bunitrolol",2473,NA,0,0,1,NA,NA,"bunitrolol","CHEMBL418134"
3914,"bunolol",3914,NA,0,0,1,NA,NA,"bunolol","CHEMBL293030"
68657,"bunolol hydrochloride",3914,NA,0,0,1,NA,NA,"bunolol hydrochloride","CHEMBL2106021"
16654980,"944396-07-0",16654980,NA,0,0,1,NA,NA,"buparlisib","CHEMBL2017974"
66577015,"1312445-63-8",16654980,NA,0,0,1,NA,NA,"buparlisib hydrochloride","CHEMBL2364604"
71768,"buparvaquone",71768,NA,0,0,1,NA,NA,"buparvaquone","CHEMBL292009"
31447,"bupicomide",31447,NA,0,0,1,NA,NA,"bupicomide","CHEMBL2106646"
2474,"bupivacaine",2474,NA,0,1,1,NA,"bupivacaine","bupivacaine","CHEMBL1098"
64737,"bupivacaine hydrochloride",2474,NA,0,1,1,NA,"bupivacaine hydrochloride","bupivacaine hydrochloride","CHEMBL1200396"
2475,"bupranolol",2475,NA,0,0,1,NA,NA,"bupranolol","CHEMBL305380"
644073,"buprenorphine",644073,"3033050",0,1,1,NA,"buprenorphine","buprenorphine","CHEMBL511142"
3033050,"buprenorphine hydrochloride",644073,"45265653",0,1,1,NA,"buprenorphine hydrochloride","buprenorphine hydrochloride","CHEMBL2368861"
444,"bupropion",444,NA,0,0,1,NA,NA,"bupropion","CHEMBL894"
11984562,"bupropion hydrobromide",444,NA,0,1,1,NA,"bupropion hydrobromide","bupropion hydrobromide","CHEMBL1201735"
71953,"buquineran",71953,NA,0,0,1,NA,NA,"buquineran","CHEMBL26984"
21651,"buquinolate",21651,NA,0,0,1,NA,NA,"buquinolate","CHEMBL584852"
189886,"buquiterine",189886,NA,0,0,1,NA,NA,"buquiterine","CHEMBL2106128"
20787,"buramate",20787,NA,0,0,1,NA,NA,"buramate","CHEMBL2103933"
23649599,"burapitant",23649599,NA,0,0,1,NA,NA,"burapitant","CHEMBL3544947"
44479007,"burixafor",44479007,NA,0,0,1,NA,NA,"burixafor","CHEMBL3545224"
189887,"burodiline",189887,NA,0,0,1,NA,NA,"burodiline","CHEMBL2104199"
50225,"buserelin",50225,NA,0,0,1,NA,NA,"buserelin","CHEMBL2110824"
50224,"buserelin acetate",50225,NA,0,1,1,NA,"buserelin acetate","buserelin acetate","CHEMBL2106198"
2477,"buspirone",2477,NA,0,0,1,NA,NA,"buspirone","CHEMBL49"
2479,"butabarbital",2479,NA,0,0,1,NA,NA,"butabarbital","CHEMBL449"
2480,"butacaine",2480,NA,0,0,1,NA,NA,"butacaine","CHEMBL129529"
120185,"butacaine sulfate",2480,NA,0,0,1,NA,NA,"butacaine sulfate","CHEMBL3142544"
16426,"butacetin",16426,NA,0,0,1,NA,NA,"butacetin","CHEMBL2104218"
37461,"butaclamol",37461,"37459,24847750,1224",0,0,1,NA,NA,"butaclamol","CHEMBL8514"
37460,"butaclamol hydrochloride",37461,NA,0,0,1,NA,NA,"butaclamol hydrochloride","CHEMBL1256753"
23439,"butadiazamide",23439,NA,0,0,1,NA,NA,"butadiazamide","CHEMBL2106717"
6328684,"butafosfan",6328684,NA,0,0,1,NA,NA,"butafosfan","CHEMBL1979022"
30949,"butalamine",30949,NA,0,0,1,NA,NA,"butalamine","CHEMBL1697825"
14362,"butallylonal",14362,NA,0,0,1,NA,NA,"butallylonal","CHEMBL469253"
2482,"butyl 4-aminobenzoate",2482,NA,0,0,1,NA,NA,"butamben","CHEMBL127516"
9960605,"butamben picrate",9960605,NA,0,0,1,NA,NA,"butamben picrate","CHEMBL3142541"
28892,"butamirate",28892,NA,0,0,1,NA,NA,"butamirate","CHEMBL1332546"
28891,"butamirate citrate",28891,NA,0,0,1,NA,NA,"butamirate citrate","CHEMBL2106133"
166572,"butamisole",166572,"76964745",0,0,1,NA,NA,"butamisole","CHEMBL2110807"
76964744,"butamisole hydrochloride",76964745,NA,0,0,1,NA,NA,"butamisole hydrochloride","CHEMBL2106130"
20504,"butamoxane",20504,NA,0,0,1,NA,NA,"butamoxane","CHEMBL2104674"
7843,"butane",7843,NA,0,0,1,NA,NA,"butane","CHEMBL134702"
22379,"butanilicaine",22379,NA,0,0,1,NA,NA,"butanilicaine","CHEMBL2104238"
10378437,"butanixin",10378437,NA,0,0,1,NA,NA,"butanixin","CHEMBL2106607"
65652,"butanserin",65652,NA,0,0,1,NA,NA,"butanserin","CHEMBL1742433"
53271,"butantrone",53271,NA,0,0,1,NA,NA,"butantrone","CHEMBL130968"
12598,"butaperazine",12598,NA,0,0,1,NA,NA,"butaperazine","CHEMBL1697826"
6433234,"butaperazine maleate",12598,NA,0,0,1,NA,NA,"butaperazine maleate","CHEMBL2106507"
5311035,"butaprost",5311035,NA,0,0,1,NA,NA,"butaprost","CHEMBL271896"
189889,"butaverine",189889,NA,0,0,1,NA,NA,"butaverine","CHEMBL2106025"
70697630,"butedronate tetrasodium",189891,NA,0,0,1,NA,NA,"butedronate tetrasodium","CHEMBL2104252"
189891,"butedronic acid",189891,NA,0,0,1,NA,NA,"butedronic acid","CHEMBL2106599"
2484,"butenafine",2484,NA,0,0,1,NA,NA,"butenafine","CHEMBL990"
443867,"butenafine hydrochloride",2484,NA,0,1,1,NA,"butenafine hydrochloride","butenafine hydrochloride","CHEMBL1200397"
189902,"buterizine",189902,NA,0,0,1,NA,NA,"buterizine","CHEMBL2104214"
27368,"butetamate",27368,NA,0,0,1,NA,NA,"butetamate","CHEMBL1623049"
6473,"butethal",6473,NA,0,0,1,NA,NA,"butethal","CHEMBL404422"
16274,"buthiazide",16274,NA,0,0,1,NA,NA,"buthiazide","CHEMBL2104197"
41643,"butibufen",41643,NA,0,1,1,NA,"butibufen","butibufen","CHEMBL454450"
15177,"butidrine",15177,NA,0,0,1,NA,NA,"butidrine","CHEMBL358930"
11954318,"butikacin",11954318,NA,0,0,1,NA,NA,"butikacin","CHEMBL2304044"
47894,"butilfenin",47894,NA,0,0,1,NA,NA,"butilfenin","CHEMBL2104651"
189903,"butinazocine",189903,NA,0,0,1,NA,NA,"butinazocine","CHEMBL2106183"
68943,"butinoline",68943,NA,0,0,1,NA,NA,"butinoline","CHEMBL1442660"
72393,"ambutyrosin",72393,"3000429,12002176,73952168,132940892",0,0,1,NA,NA,"butirosin","CHEMBL3549904"
39862,"butirosin sulphate",3033014,"118753643",0,0,1,NA,NA,"butirosin sulfate","CHEMBL3545362"
189904,"butixocort",189904,NA,0,0,1,NA,NA,"butixocort","CHEMBL2104187"
16274,"buthiazide",16274,NA,0,1,0,NA,"butizide",NA,NA
10031812,"butobendine",10031812,NA,0,0,1,NA,NA,"butobendine","CHEMBL3142543"
47472,"butoconazole",47472,NA,0,0,1,NA,NA,"butoconazole","CHEMBL1295"
47471,"butoconazole nitrate",47472,NA,0,1,1,NA,"butoconazole nitrate","butoconazole nitrate","CHEMBL1200398"
189906,"butocrolol",189906,NA,0,0,1,NA,NA,"butocrolol","CHEMBL1742434"
65780,"butoctamide",65780,NA,0,0,1,NA,NA,"butoctamide","CHEMBL452859"
68838,"butofilolol",68838,NA,0,0,1,NA,NA,"butofilolol","CHEMBL157443"
31343,"butonate",31343,NA,0,0,1,NA,NA,"butonate","CHEMBL1570266"
68556,"butopamine",68556,NA,0,0,1,NA,NA,"butopamine","CHEMBL2103767"
71735,"butopiprine",71735,NA,0,0,1,NA,NA,"butopiprine","CHEMBL2104630"
71959,"butoprozine",71959,NA,0,0,1,NA,NA,"butoprozine","CHEMBL2110811"
71958,"butoprozine hydrochloride",71959,NA,0,0,1,NA,NA,"butoprozine hydrochloride","CHEMBL2106148"
189908,"butopyrammonium",189908,NA,0,0,1,NA,NA,"butopyrammonium","CHEMBL2110910"
189907,"butopyrammonium iodide",189908,NA,0,0,1,NA,NA,"butopyrammonium iodide","CHEMBL2106628"
10760,"butopyronoxyl",10760,NA,0,0,1,NA,NA,"butopyronoxyl","CHEMBL2106142"
5361092,"butorphanol",5361092,NA,0,0,1,NA,NA,"butorphanol","CHEMBL33986"
5464090,"butorphanol tartrate",5361092,"5361092,24840146,5462346,131632115",0,1,1,NA,"butorphanol tartrate","butorphanol tartrate","CHEMBL299400"
134495,"butoxamine",134495,"18026,688390",0,0,1,NA,NA,"butoxamine","CHEMBL289093"
6602683,"butoxamine hydrochloride",134495,"134495",0,0,1,NA,NA,"butoxamine hydrochloride","CHEMBL2218856"
189909,"butoxylate",189909,NA,0,0,1,NA,NA,"butoxylate","CHEMBL2104210"
21772,"butriptyline",21772,NA,0,1,1,NA,"butriptyline","butriptyline","CHEMBL2110816"
11954319,"butriptyline hydrochloride",21772,NA,0,0,1,NA,NA,"butriptyline hydrochloride","CHEMBL2106170"
656593,"butropium",656593,NA,0,0,1,NA,NA,"butropium","CHEMBL2110820"
656592,"butropium bromide",656593,NA,0,0,1,NA,NA,"butropium bromide","CHEMBL2106175"
263,"1-butanol",263,NA,0,0,1,NA,NA,"butyl alcohol","CHEMBL14245"
2482,"butyl 4-aminobenzoate",2482,NA,0,1,0,NA,"butyl aminobenzoate",NA,NA
8005,"1-chlorobutane",8005,NA,0,0,1,NA,NA,"butyl chloride","CHEMBL47259"
31404,"2,6-di-tert-butyl-4-methylphenol",31404,NA,0,0,1,NA,NA,"butylated hydroxytoluene","CHEMBL146"
7184,"butyl 4-hydroxybenzoate",7184,NA,0,0,1,NA,NA,"butylparaben","CHEMBL459008"
8579,"butylphenamide",8579,NA,0,0,1,NA,NA,"butylphenamide","CHEMBL2106081"
160883,"butylscopolamine",160883,NA,0,0,1,NA,NA,"butylscopolamine","CHEMBL1618102"
6852391,"scopolamine butylbromide",160883,"9003,656587,11957696,124081056",0,0,1,NA,NA,"butylscopolamine bromide","CHEMBL1256901"
189910,"butynamine",189910,NA,0,0,1,NA,NA,"butynamine","CHEMBL2104389"
132127,"138154-39-9",132127,"6918316",0,0,1,NA,NA,"c-1311","CHEMBL338604"
5280421,"2'-carboxybenzalpyruvate",5280421,NA,0,0,1,NA,NA,"c01275","CHEMBL2109462"
189911,"cabastine",189911,"3915,54385",0,0,1,NA,NA,"cabastine","CHEMBL2218900"
9854073,"cabazitaxel",9854073,"139198984",0,1,1,NA,"cabazitaxel","cabazitaxel","CHEMBL1201748"
54713659,"cabotegravir",54713659,NA,0,0,1,NA,NA,"cabotegravir","CHEMBL2403238"
46215800,"cabotegravir sodium",54713659,NA,0,0,1,NA,NA,"cabotegravir sodium","CHEMBL3137330"
25102847,"cabozantinib",25102847,NA,0,1,1,NA,"cabozantinib","cabozantinib","CHEMBL2105717"
3084037,"cactinomycin",3084037,NA,0,0,1,NA,NA,"cactinomycin","CHEMBL2109031"
44242317,"cadazolid",44242317,NA,0,0,1,NA,NA,"cadazolid","CHEMBL3707376"
14783,"cadmium sulfide",14783,NA,0,1,0,NA,"cadmium sulfide",NA,NA
2515,"cadralazine",2515,NA,0,0,1,NA,NA,"cadralazine","CHEMBL2106561"
189912,"cadrofloxacin",189912,NA,0,0,1,NA,NA,"cadrofloxacin","CHEMBL2106116"
35685,"cafaminol",35685,NA,0,0,1,NA,NA,"cafaminol","CHEMBL2104570"
71740,"cafedrine",71740,"5489638",0,0,1,NA,NA,"cafedrine","CHEMBL2104207"
2519,"caffeine",2519,NA,0,0,1,NA,NA,"caffeine","CHEMBL113"
6241,"caffeine citrate",6241,NA,0,0,1,NA,NA,"caffeine, citrated","CHEMBL1200569"
23083748,"calamine",23083748,NA,0,0,1,NA,NA,"calamine","CHEMBL3989426"
5288783,"calcipotriol",5288783,"49800068",0,1,1,NA,"calcipotriene","calcipotriene","CHEMBL1200666"
16220016,"calcitonin-salmon",16220016,NA,0,0,1,NA,NA,"calcitonin","CHEMBL359713"
16133812,"calcitonin salmon",16133812,"138113338",0,0,1,NA,NA,"calcitonin salmon","CHEMBL1201445"
16129616,"fortical",16129616,"16220016",0,1,0,NA,"calcitonin, salmon",NA,NA
5460341,"7440-70-2",5460341,NA,0,0,1,NA,NA,"calcium","CHEMBL2146121"
54676902,"calcium benzoylpas",10718,NA,0,1,0,NA,"calcium 4-benzamidosalicylate",NA,NA
6116,"calcium acetate",176,NA,0,1,1,NA,"calcium acetate","calcium acetate","CHEMBL1200800"
44630049,"calcium alginate",44630048,"133126841",0,0,1,NA,NA,"calcium alginate","CHEMBL3707407"
54682536,"calcium ascorbate",54670067,"54740489,13788048",0,0,1,NA,NA,"calcium ascorbate","CHEMBL2146095"
5360316,"7789-41-5",5360316,NA,0,0,1,NA,NA,"calcium bromide","CHEMBL2105852"
10112,"aragonite",767,NA,0,1,1,NA,"calcium carbonate","calcium carbonate","CHEMBL1200539"
5284359,"calcium chloride",5284359,NA,0,1,1,NA,"calcium chloride","calcium chloride","CHEMBL1200668"
66369,"14336-71-1",66369,NA,0,0,1,NA,NA,"calcium chloride ca 45","CHEMBL2106539"
25199970,"calcium chloride ca-47",25199970,NA,0,0,1,NA,NA,"calcium chloride ca 47","CHEMBL2107795"
13136,"calcium citrate",311,NA,0,0,1,NA,NA,"calcium citrate","CHEMBL2106123"
29963,"calcium dobesilate",17507,NA,0,1,1,NA,"calcium dobesilate","calcium dobesilate","CHEMBL2106191"
25557,"calcium glubionate",25557,NA,0,0,1,NA,NA,"calcium glubionate","CHEMBL2104594"
62859,"calcium gluceptate",61888,"28327,109291,45934213,124080902",0,1,1,NA,"calcium gluceptate","calcium gluceptate","CHEMBL1237066"
9290,"calcium gluconate",10690,NA,0,1,1,NA,"calcium gluconate","calcium gluconate","CHEMBL2106119"
120096,"calcium glycerophosphate",754,"9837263",0,0,1,NA,NA,"calcium glycerophosphate","CHEMBL2106124"
122197551,"calcium hexamine thiocyanate",4101,NA,0,0,1,NA,NA,"calcium hexamine thiocyanate","CHEMBL3707448"
28280,"calcium hopantenate",28281,NA,0,1,0,NA,"calcium hopantenate",NA,NA
6093208,"calcium hydroxide",6093208,NA,0,0,1,NA,NA,"calcium hydroxide","CHEMBL2106388"
30465,"calcium l-aspartate",5960,NA,0,0,1,NA,NA,"calcium l-aspartate","CHEMBL2106115"
13144,"calcium lactate",612,NA,0,0,1,NA,NA,"calcium lactate","CHEMBL2106111"
92237,"calcium lactate gluconate",92237,NA,0,0,1,NA,NA,"calcium lactate gluconate","CHEMBL3707385"
11170166,"calcium lactobionate",7314,"16211544,11954336,71311567",0,0,1,NA,NA,"calcium lactobionate","CHEMBL2106121"
11578,"calcium levulinate",11579,NA,0,0,1,NA,NA,"calcium levulinate","CHEMBL2106516"
8654,"calcium mandelate",1292,NA,0,0,1,NA,NA,"calcium mandelate","CHEMBL2104215"
10418946,"metrizoate calcium",2528,NA,0,0,1,NA,NA,"calcium metrizoate","CHEMBL2068723"
443753,"calcium pantothenate",6613,"11306073,11777341,23615430",0,0,1,NA,NA,"calcium pantothenate","CHEMBL1901349"
8714,"calcium dl-pantothenate",988,NA,0,0,1,NA,NA,"calcium pantothenate, racemic","CHEMBL2106125"
24441,"7757-93-9",24441,NA,0,0,1,NA,NA,"calcium phosphate, dibasic","CHEMBL2107567"
169893,"kalimate",168625,NA,0,1,1,NA,"calcium polystyrene sulfonate","calcium polystyrene sulfonate","CHEMBL2109033"
154911,"calcium glucarate",33037,NA,0,0,1,NA,NA,"calcium saccharate","CHEMBL2104217"
15324,"calcium stearate",5281,NA,0,0,1,NA,NA,"calcium stearate","CHEMBL2106092"
24497,"calcium sulfate",24497,NA,0,0,1,NA,NA,"calcium sulfate","CHEMBL2106140"
14865,"calcium undecylenate",5634,"91886408",0,0,1,NA,NA,"calcium undecylenate","CHEMBL2104130"
6433076,"caldaret",6433076,NA,0,0,1,NA,NA,"caldaret","CHEMBL2106572"
3086621,"caldiamide",60755,"60755,129714755,145865337",0,0,1,NA,NA,"caldiamide","CHEMBL106971"
164319,"caldiamide sodium",60755,NA,0,0,1,NA,NA,"caldiamide sodium","CHEMBL2106197"
60715,"calteridol",60715,NA,0,0,1,NA,NA,"calteridol","CHEMBL1615776"
11954338,"calteridol calcium",60715,NA,0,0,1,NA,NA,"calteridol calcium","CHEMBL2106555"
28204,"calusterone",28204,NA,0,1,1,NA,"calusterone","calusterone","CHEMBL455706"
37367,"camazepam",37367,NA,0,0,1,NA,NA,"camazepam","CHEMBL1095282"
33309,"cambendazole",33309,NA,0,0,1,NA,NA,"cambendazole","CHEMBL290578"
15984937,"camicinal",15984937,NA,0,0,1,NA,NA,"camicinal","CHEMBL489095"
9905901,"camiglibose",9905901,NA,0,0,1,NA,NA,"camiglibose","CHEMBL2105521"
40984,"camiverine",40984,NA,0,0,1,NA,NA,"camiverine","CHEMBL2106131"
9875498,"camobucol",9875498,NA,0,0,1,NA,NA,"camobucol","CHEMBL2104958"
65892,"camonagrel",65892,NA,0,0,1,NA,NA,"camonagrel","CHEMBL2104622"
2536,"camostat",2536,NA,0,0,1,NA,NA,"camostat","CHEMBL590799"
2537,"camphor",2537,NA,0,1,1,NA,"camphor","camphor","CHEMBL504760"
512864,"10293-06-8",512864,NA,0,0,1,NA,NA,"camphor, monobromated","CHEMBL2106181"
21491,"camphoric acid",21491,NA,0,0,1,NA,NA,"camphoric acid","CHEMBL1205405"
24360,"camptothecin",24360,NA,0,1,0,NA,"camptothecin",NA,NA
5902,"camylofin",5902,NA,0,0,1,NA,NA,"camylofin","CHEMBL253592"
41969,"canbisol",41969,NA,0,0,1,NA,NA,"canbisol","CHEMBL2105525"
12410,"hentriacontane",12410,NA,0,0,1,NA,NA,"candelilla wax","CHEMBL2108022"
2541,"candesartan",2541,NA,0,0,1,NA,NA,"candesartan","CHEMBL1016"
71538,"candocuronium",71538,NA,0,0,1,NA,NA,"candocuronium","CHEMBL2110803"
71537,"candocuronium iodide",71538,NA,0,0,1,NA,NA,"candocuronium iodide","CHEMBL2106112"
5362417,"candoxatril",5362417,NA,0,0,1,NA,NA,"candoxatril","CHEMBL35084"
443380,"candoxatrilat",443380,NA,0,0,1,NA,NA,"candoxatrilat","CHEMBL434492"
156414,"canertinib",156414,NA,0,0,1,NA,NA,"canertinib","CHEMBL31965"
156413,"canertinib dihydrochloride",156414,NA,0,0,1,NA,NA,"canertinib dihydrochloride","CHEMBL545315"
5312109,"canfosfamide",5312109,NA,0,0,1,NA,NA,"canfosfamide","CHEMBL2111086"
5312108,"telcyta",5312109,NA,0,0,1,NA,NA,"canfosfamide hydrochloride","CHEMBL2107319"
9854012,"cangrelor",9854012,NA,0,1,1,NA,"cangrelor","cangrelor","CHEMBL334966"
10260031,"cangrelor tetrasodium",9854012,NA,0,0,1,NA,NA,"cangrelor tetrasodium","CHEMBL1097279"
2543,"cannabinol",2543,NA,0,0,1,NA,NA,"cannabinol","CHEMBL74415"
656615,"canrenoic acid",656615,"24776140",0,0,1,NA,NA,"canrenoate","CHEMBL1616951"
23671691,"potassium canrenoate",656615,NA,0,0,1,NA,NA,"canrenoate potassium","CHEMBL1371200"
13789,"canrenone",13789,NA,0,0,1,NA,NA,"canrenone","CHEMBL1463345"
9936489,"capadenoson",9936489,NA,0,0,1,NA,NA,"capadenoson","CHEMBL3235279"
9805719,"capeserod",9805719,NA,0,0,1,NA,NA,"capeserod","CHEMBL2027925"
25145656,"capmatinib",25145656,NA,0,0,1,NA,NA,"capmatinib","CHEMBL3188267"
122201352,"capmatinib hydrochloride",25145656,NA,0,0,1,NA,NA,"capmatinib hydrochloride","CHEMBL3989937"
23681154,"capobenate sodium",30627,NA,0,0,1,NA,NA,"capobenate sodium","CHEMBL2106145"
30627,"capobenic acid",30627,NA,0,0,1,NA,NA,"capobenic acid","CHEMBL1418182"
1783,"capravirine",1783,NA,0,0,1,NA,NA,"capravirine","CHEMBL435128"
135483770,"capostatin",135483770,NA,0,0,1,NA,NA,"capreomycin","CHEMBL2221250"
3032400,"capreomycin sulfate [usan:jan]",3032401,NA,0,1,1,NA,"capreomycin sulfate","capreomycin sulfate","CHEMBL2218913"
216208,"capromorelin",216208,NA,0,0,1,NA,NA,"capromorelin","CHEMBL113313"
5492298,"caproxamine",5492298,NA,0,0,1,NA,NA,"caproxamine","CHEMBL3989579"
1548943,"capsaicin",1548943,NA,0,1,1,NA,"capsaicin","capsaicin","CHEMBL294199"
25799,"captamine",25799,NA,0,0,1,NA,NA,"captamine","CHEMBL1395579"
25798,"13242-44-9",25799,NA,0,0,1,NA,NA,"captamine hydrochloride","CHEMBL2107613"
10240,"captodiame",10240,NA,0,0,1,NA,NA,"captodiame","CHEMBL2110809"
11589318,"captodiame hydrochloride",10240,"13484",0,1,0,NA,"captodiame hydrochloride",NA,NA
231285,"capuride",231285,NA,0,0,1,NA,NA,"capuride","CHEMBL392861"
193943,"carabersat",193943,NA,0,0,1,NA,NA,"carabersat","CHEMBL39933"
54747,"caracemide",54747,NA,0,0,1,NA,NA,"caracemide","CHEMBL9116"
193944,"carafiban",193944,NA,0,0,1,NA,NA,"carafiban","CHEMBL17313"
61634,"13494-07-0",61634,NA,0,0,1,NA,NA,"caramel","CHEMBL2108259"
67173,"caramiphen hydrochloride",6472,NA,0,1,0,NA,"caramiphen hydrochloride",NA,NA
444041,"beta-cyclodextrin",444041,"320761",0,0,1,NA,NA,"caraway","CHEMBL2108178"
71739,"carazolol",71739,NA,0,0,1,NA,NA,"carazolol","CHEMBL324665"
5831,"carbachol",2551,NA,0,1,1,NA,"carbachol","carbachol","CHEMBL14"
135511839,"carbadox",135511839,NA,0,0,1,NA,NA,"carbadox","CHEMBL13779"
135565401,"carbantel lauryl sulfate",135565401,NA,0,0,1,NA,NA,"carbantel lauryl sulfate","CHEMBL2104062"
6129,"carbaryl",6129,NA,0,0,1,NA,NA,"carbaril","CHEMBL46917"
71983,"carbazeran",71983,NA,0,0,1,NA,NA,"carbazeran","CHEMBL77131"
2557,"carbazochrome",2557,NA,0,0,1,NA,NA,"carbazochrome","CHEMBL2051960"
27442,"carbazocine",27442,NA,0,0,1,NA,NA,"carbazocine","CHEMBL2104073"
20824,"carbenicillin",20824,NA,0,0,1,NA,NA,"carbenicillin","CHEMBL1214"
20933,"carbenicillin disodium",20824,NA,0,1,1,NA,"carbenicillin disodium","carbenicillin disodium","CHEMBL606260"
93184,"carindacillin",93184,NA,0,0,1,NA,NA,"carbenicillin indanyl","CHEMBL1596"
33672,"carfecillin",33672,NA,0,0,1,NA,NA,"carbenicillin phenyl","CHEMBL1095283"
23674995,"carfecillin sodium",33672,NA,0,0,1,NA,NA,"carbenicillin phenyl sodium","CHEMBL2105996"
23684326,"carbenicillin potassium",20824,"70687278,102331737",0,0,1,NA,NA,"carbenicillin potassium","CHEMBL2105992"
636403,"carbenoxolone",636403,"5311038,21913,2561,56965767,23900,46936354,129317526,134613184,134689748,138113398",0,1,1,NA,"carbenoxolone","carbenoxolone","CHEMBL499915"
636402,"carbenoxolone sodium",636403,"5702179,13055197,23899,24720975,133687779",0,0,1,NA,NA,"carbenoxolone sodium","CHEMBL1697717"
18608,"carbenzide",18608,NA,0,0,1,NA,NA,"carbenzide","CHEMBL2105955"
2562,"carbetapentane",2562,NA,0,0,1,NA,NA,"carbetapentane","CHEMBL73234"
72007,"carbetimer",72008,NA,0,0,1,NA,NA,"carbetimer","CHEMBL2108260"
16681432,"carbetocin",16681432,NA,0,0,1,NA,NA,"carbetocin","CHEMBL3301668"
31072,"carbimazole",31072,NA,0,1,1,NA,"carbimazole","carbimazole","CHEMBL508102"
